comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score,units_kr,core_units_kr,core_items_kr,core_traits_kr,main_carry_kr,main_tank_kr
Aatrox+Jax+Jhin+Maokai+Nunu+Rhaast+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Nunu,Rhaast,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Nunu,Rhaast,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_WarmogsArmor,Item_StargazerEmblemItem,Item_RapidFireCannon,Item_InfinityEdge,Item_Crownguard,Item_GargoyleStoneplate,Item_Redemption,Item_Deathblade,Item_AdaptiveHelm,Item_ThiefsGloves","DRX:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,RhaastUniqueTrait:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Mountain:4,Stargazer_Shield:1,Stargazer_Huntress:1,Stargazer_Wolf:1",Xayah,TahmKench,103,6.31,6.8,0.97,52.25,"아트록스,잭스,진,마오카이,누누와 윌럼프,라아스트,탐 켄치,자야","아트록스,잭스,진,마오카이,누누와 윌럼프,라아스트,탐 켄치,자야","크라켄의 분노,수호자의 맹세,워모그의 갑옷,별돌보미 상징,붉은 덩굴정령,무한의 대검,크라운가드,가고일 돌갑옷,정령의 형상,죽음의 검,적응형 투구,도적의 장갑","N.O.V.A. 1,싸움꾼 1,말살자 1,요새 1,구원자 1,예언자 1,저격수 1,별돌보미 1,별돌보미 4,별돌보미 1,별돌보미 1,별돌보미 1",자야,탐 켄치
Chogath+Ezreal+Kaisa+Maokai+Milio+Pantheon+Riven+TahmKench,"Chogath,Ezreal,Kaisa,Maokai,Milio,Pantheon,Riven,TahmKench","Chogath,Ezreal,Kaisa,Maokai,Milio,Pantheon,Riven,TahmKench","Item_InfinityEdge,Item_SpearOfShojin,Item_Deathblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_ThiefsGloves,Item_Crownguard,Item_SpectralGauntlet,Item_LastWhisper,Item_Redemption,Item_Bloodthirster","AssassinTrait:1,DarkStar:1,HPTank:2,TahmKenchUniqueTrait:1,Timebreaker:3,TFTEvent5YR_Fated:2,TFTEvent5YR_Yordle:1,TFTEvent5YR_Maestro:2,TFTEvent5YR_Overlord:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Mountain:1,TFTEvent5YR_Demacia:2",Ezreal,Chogath,21,5.9,14.29,4.76,52.2,"초가스,이즈리얼,카이사,마오카이,밀리오,판테온,리븐,탐 켄치","초가스,이즈리얼,카이사,마오카이,밀리오,판테온,리븐,탐 켄치","무한의 대검,쇼진의 창,죽음의 검,워모그의 갑옷,가고일 돌갑옷,수호자의 맹세,도적의 장갑,크라운가드,저녁갑주,최후의 속삭임,정령의 형상,피바라기","불한당 1,암흑의 별 1,싸움꾼 2,예언자 1,시간 균열자 3,TFTEvent5YR_Fated 2,TFTEvent5YR_Yordle 1,TFTEvent5YR_Maestro 2,TFTEvent5YR_Overlord 1,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Mountain 1,TFTEvent5YR_Demacia 2",이즈리얼,초가스
AurelionSol+Galio+Karma+Mordekaiser+Morgana+Nunu,"AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu","AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_SteraksGage,Item_AdaptiveHelm,Item_WarmogsArmor,Item_PowerGauntlet,Item_Morellonomicon,Item_ThiefsGloves,Item_MadredsBloodrazor,Item_RapidFireCannon","DarkStar:1,ManaTrait:1,Mecha:2,MorganaUniqueTrait:1,ShieldTank:1,FlexTrait:1,FlexTrait:2,Stargazer_Fountain:1",AurelionSol,Galio,33,6.06,18.18,3.03,51.92,"아우렐리온 솔,거대 메크 로봇,카르마,모데카이저,모르가나,누누와 윌럼프","아우렐리온 솔,거대 메크 로봇,카르마,모데카이저,모르가나,누누와 윌럼프","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,스테락의 도전,적응형 투구,워모그의 갑옷,타격대의 철퇴,모렐로노미콘,도적의 장갑,거인 학살자,붉은 덩굴정령","암흑의 별 1,전달자 1,메카 2,어둠의 여인 1,선봉대 1,여행자 1,여행자 2,별돌보미 1",아우렐리온 솔,거대 메크 로봇
Aatrox+Blitzcrank+Jax+Jhin+Maokai+Nunu+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_RapidFireCannon,Item_InfinityEdge,Item_Deathblade,Item_Crownguard,Item_GargoyleStoneplate,Item_Redemption,Item_AdaptiveHelm,Item_GuinsoosRageblade","BlitzcrankUniqueTrait:1,DRX:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,RangedTrait:2,Stargazer_Mountain:4",Xayah,TahmKench,80,6.3,13.75,0.0,51.5,"아트록스,블리츠크랭크,잭스,진,마오카이,누누와 윌럼프,탐 켄치,자야","아트록스,블리츠크랭크,잭스,진,마오카이,누누와 윌럼프,탐 켄치,자야","크라켄의 분노,수호자의 맹세,별돌보미 상징,워모그의 갑옷,붉은 덩굴정령,무한의 대검,죽음의 검,크라운가드,가고일 돌갑옷,정령의 형상,적응형 투구,구인수의 격노검","파티광 1,N.O.V.A. 1,싸움꾼 1,말살자 1,요새 1,선봉대 1,우주 그루브 1,예언자 1,저격수 1,별돌보미 1,저격수 2,별돌보미 4",자야,탐 켄치
Bard+Corki+Fizz+Milio+Poppy+Rammus+Riven,"Bard,Corki,Fizz,Milio,Poppy,Rammus,Riven","Bard,Corki,Fizz,Milio,Poppy,Rammus,Riven","Item_Deathblade,Item_AstronautEmblemItem,Item_LastWhisper,Item_GargoyleStoneplate,Item_FrozenHeart,Item_Morellonomicon,Item_WarmogsArmor,Item_PowerGauntlet,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_Crownguard,Item_RapidFireCannon","Fateweaver:1,ResistTank:1,Timebreaker:1,Astronaut:3,AssassinTrait:1,AssassinTrait:2,FlexTrait:1,Astronaut:2,SpaceGroove:1,AssassinTrait:3,Astronaut:4,Fateweaver:2",Rammus,Rammus,21,6.05,19.05,4.76,51.25,"바드,코르키,피즈,밀리오,뽀삐,람머스,리븐","바드,코르키,피즈,밀리오,뽀삐,람머스,리븐","죽음의 검,정령족 상징,최후의 속삭임,가고일 돌갑옷,수호자의 맹세,모렐로노미콘,워모그의 갑옷,타격대의 철퇴,거인 학살자,적응형 투구,크라운가드,붉은 덩굴정령","운명술사 1,요새 1,시간 균열자 1,정령족 3,불한당 1,불한당 2,여행자 1,정령족 2,우주 그루브 1,불한당 3,정령족 4,운명술사 2",람머스,람머스
AurelionSol+Galio+Karma+Mordekaiser+Morgana+Rhaast,"AurelionSol,Galio,Karma,Mordekaiser,Morgana,Rhaast","AurelionSol,Galio,Karma,Mordekaiser,Morgana,Rhaast","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_Morellonomicon,Item_SteraksGage,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_AdaptiveHelm,Item_NightHarvester,Item_FrozenHeart","DarkStar:1,FlexTrait:1,ManaTrait:1,MorganaUniqueTrait:1,RhaastUniqueTrait:1,Mecha:2,ShieldTank:1,TFTEvent5YR_Coven:2,TFTEvent5YR_Mascot:1,TFTEvent5YR_Honeymancy:2,TFTEvent5YR_Phantom:1,Mecha:1",AurelionSol,Galio,57,6.28,17.54,0.0,49.95,"아우렐리온 솔,거대 메크 로봇,카르마,모데카이저,모르가나,라아스트","아우렐리온 솔,거대 메크 로봇,카르마,모데카이저,모르가나,라아스트","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,워모그의 갑옷,모렐로노미콘,스테락의 도전,거인 학살자,타격대의 철퇴,적응형 투구,굳건한 심장,수호자의 맹세","암흑의 별 1,여행자 1,전달자 1,어둠의 여인 1,구원자 1,메카 2,선봉대 1,TFTEvent5YR_Coven 2,TFTEvent5YR_Mascot 1,TFTEvent5YR_Honeymancy 2,TFTEvent5YR_Phantom 1,메카 1",아우렐리온 솔,거대 메크 로봇
Belveth+Gragas+Kindred+Maokai+MasterYi+RekSai+TahmKench+Urgot,"Belveth,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Belveth,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Item_HPTankEmblemItem,Item_LastWhisper,Item_GuardianAngel,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_RedBuff,Item_Redemption,Item_Quicksilver,Item_SteraksGage,Item_FrozenHeart","ASTrait:1,DRX:1,TahmKenchUniqueTrait:1,HPTank:3,PsyOps:1,MeleeTrait:1,Primordian:1,Primordian:2,MeleeTrait:2,PsyOps:2,HPTank:2",Kindred,TahmKench,25,6.16,20.0,4.0,49.75,"벨베스,그라가스,킨드레드,마오카이,마스터 이,렉사이,탐 켄치,우르곳","벨베스,그라가스,킨드레드,마오카이,마스터 이,렉사이,탐 켄치,우르곳","싸움꾼 상징,최후의 속삭임,밤의 끝자락,거인 학살자,구인수의 격노검,워모그의 갑옷,가고일 돌갑옷,태양불꽃 망토,정령의 형상,수은,스테락의 도전,수호자의 맹세","도전자 1,N.O.V.A. 1,예언자 1,싸움꾼 3,초능력 1,습격자 1,태고족 1,태고족 2,습격자 2,초능력 2,싸움꾼 2",킨드레드,탐 켄치
Bard+Karma+Lissandra+Poppy+Rammus+Sona+Veigar,"Bard,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Bard,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_SpearOfShojin,Item_Leviathan,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_Morellonomicon,Item_FrozenHeart,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_Crownguard","APTrait:1,Astronaut:2,DarkStar:1,FlexTrait:1,ResistTank:1,SonaUniqueTrait:1",Veigar,Rammus,21,5.95,9.52,4.76,49.34,"바드,카르마,리산드라,뽀삐,람머스,소나,베이가","바드,카르마,리산드라,뽀삐,람머스,소나,베이가","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,쇼진의 창,내셔의 이빨,워모그의 갑옷,라바돈의 죽음모자,모렐로노미콘,수호자의 맹세,붉은 덩굴정령,거인 학살자,크라운가드","복제자 1,정령족 2,암흑의 별 1,여행자 1,요새 1,지휘관 1",베이가,람머스
Bard+Corki+Fizz+Galio+Gnar+Poppy+Rammus,"Bard,Corki,Fizz,Galio,Gnar,Poppy,Rammus","Bard,Corki,Fizz,Galio,Gnar,Poppy,Rammus","Item_Deathblade,Item_GuinsoosRageblade,Item_InfinityEdge,Item_GargoyleStoneplate,Item_FrozenHeart,Item_LastWhisper,Item_Redemption,Item_Crownguard,Item_WarmogsArmor,Item_RunaansHurricane,Item_MadredsBloodrazor,Item_AdaptiveHelm","Astronaut:3,ResistTank:1,FlexTrait:1,FlexTrait:2,AssassinTrait:1,RangedTrait:1,TFTEvent5YR_Nitro:1,TFTEvent5YR_Pyro:2",Gnar,Rammus,37,6.08,13.51,0.0,49.33,"바드,코르키,피즈,거대 메크 로봇,나르,뽀삐,람머스","바드,코르키,피즈,거대 메크 로봇,나르,뽀삐,람머스","죽음의 검,구인수의 격노검,무한의 대검,가고일 돌갑옷,수호자의 맹세,최후의 속삭임,정령의 형상,크라운가드,워모그의 갑옷,크라켄의 분노,거인 학살자,적응형 투구","정령족 3,요새 1,여행자 1,여행자 2,불한당 1,저격수 1,TFTEvent5YR_Nitro 1,TFTEvent5YR_Pyro 2",나르,람머스
Aatrox+Jax+Jhin+Maokai+Mordekaiser+Nunu+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Mordekaiser,Nunu,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Mordekaiser,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_Deathblade,Item_Crownguard,Item_InfinityEdge,Item_GargoyleStoneplate,Item_Redemption,Item_ThiefsGloves,Item_AdaptiveHelm","DRX:1,DarkStar:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Wolf:1,Stargazer_Mountain:4",Xayah,Nunu,87,6.49,12.64,1.15,48.57,"아트록스,잭스,진,마오카이,모데카이저,누누와 윌럼프,탐 켄치,자야","아트록스,잭스,진,마오카이,모데카이저,누누와 윌럼프,탐 켄치,자야","크라켄의 분노,수호자의 맹세,붉은 덩굴정령,별돌보미 상징,워모그의 갑옷,죽음의 검,크라운가드,무한의 대검,가고일 돌갑옷,정령의 형상,도적의 장갑,적응형 투구","N.O.V.A. 1,암흑의 별 1,싸움꾼 1,말살자 1,요새 1,선봉대 1,예언자 1,저격수 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 4",자야,누누와 윌럼프
Corki+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Veigar,"Corki,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Corki,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_SpearOfShojin,Item_Leviathan,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_StatikkShiv,Item_FrozenHeart,Item_Crownguard,Item_RabadonsDeathcap,Item_RedBuff,Item_ThiefsGloves,Item_MadredsBloodrazor","APTrait:1,Astronaut:2,DarkStar:1,ResistTank:1,ShieldTank:1",Veigar,Rammus,34,6.09,11.76,0.0,48.04,"코르키,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","코르키,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","보석 건틀릿,쇼진의 창,내셔의 이빨,워모그의 갑옷,가고일 돌갑옷,공허의 지팡이,수호자의 맹세,크라운가드,라바돈의 죽음모자,태양불꽃 망토,도적의 장갑,거인 학살자","복제자 1,정령족 2,암흑의 별 1,요새 1,선봉대 1",베이가,람머스
Gwen+Nami+Nasus+Ornn+Pantheon+Riven+Shen+TahmKench,"Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Item_JeweledGauntlet,Item_SpaceGrooveEmblemItem,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_StatikkShiv,Item_Leviathan,Item_Bloodthirster,Item_RapidFireCannon,Item_Morellonomicon,Item_RedBuff,Item_AdaptiveHelm","APTrait:1,HPTank:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,ShieldTank:1,AssassinTrait:2,SpaceGroove:2",Nami,Ornn,27,6.22,14.81,0.0,45.53,"그웬,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","그웬,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","보석 건틀릿,우주 그루브 상징,가고일 돌갑옷,워모그의 갑옷,쇼진의 창,공허의 지팡이,내셔의 이빨,피바라기,붉은 덩굴정령,모렐로노미콘,태양불꽃 망토,적응형 투구","복제자 1,싸움꾼 1,요새 1,보루 1,예언자 1,시간 균열자 1,불한당 1,우주 그루브 3,선봉대 1,불한당 2,우주 그루브 2",나미,오른
AurelionSol+Blitzcrank+Galio+Karma+Mordekaiser+Morgana,"AurelionSol,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","AurelionSol,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_Morellonomicon,Item_SteraksGage,Item_FrozenHeart,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_ThiefsGloves,Item_Crownguard","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,Mecha:2,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",AurelionSol,Galio,37,6.38,16.22,0.0,44.47,"아우렐리온 솔,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나","아우렐리온 솔,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나","가고일 돌갑옷,공허의 지팡이,보석 건틀릿,라바돈의 죽음모자,워모그의 갑옷,모렐로노미콘,스테락의 도전,수호자의 맹세,거인 학살자,타격대의 철퇴,도적의 장갑,크라운가드","파티광 1,암흑의 별 1,전달자 1,메카 2,어둠의 여인 1,선봉대 1,우주 그루브 1,여행자 1,여행자 2",아우렐리온 솔,거대 메크 로봇
Blitzcrank+Illaoi+Karma+Leblanc+Lissandra+Morgana+Sona,"Blitzcrank,Illaoi,Karma,Leblanc,Lissandra,Morgana,Sona","Blitzcrank,Illaoi,Karma,Leblanc,Lissandra,Morgana,Sona","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_StatikkShiv,Item_MadredsBloodrazor,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_WarmogsArmor,Item_Morellonomicon,Item_Redemption,Item_FrozenHeart,Item_NightHarvester","BlitzcrankUniqueTrait:1,DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,ADMIN:1,TFTEvent5YR_Fated:2,TFTEvent5YR_Pyro:1,FlexTrait:2",Leblanc,Morgana,24,6.29,16.67,0.0,44.43,"블리츠크랭크,일라오이,카르마,르블랑,리산드라,모르가나,소나","블리츠크랭크,일라오이,카르마,르블랑,리산드라,모르가나,소나","보석 건틀릿,가고일 돌갑옷,구인수의 격노검,공허의 지팡이,거인 학살자,라바돈의 죽음모자,적응형 투구,워모그의 갑옷,모렐로노미콘,정령의 형상,수호자의 맹세,굳건한 심장","파티광 1,암흑의 별 1,어둠의 여인 1,선봉대 1,지휘관 1,우주 그루브 1,여행자 1,중재자 1,TFTEvent5YR_Fated 2,TFTEvent5YR_Pyro 1,여행자 2",르블랑,모르가나
Illaoi+Lissandra+Mordekaiser+Pyke+Rhaast+Viktor,"Illaoi,Lissandra,Mordekaiser,Pyke,Rhaast,Viktor","Illaoi,Lissandra,Mordekaiser,Pyke,Rhaast,Viktor","Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_StatikkShiv,Item_PsyOps_DroneMod,Item_Morellonomicon,Item_Redemption,Item_ThiefsGloves,Item_GuardianAngel,Item_InfinityEdge,Item_Crownguard","DarkStar:1,ManaTrait:1,RhaastUniqueTrait:1,ShieldTank:1,PsyOps:1,FlexTrait:1,FlexTrait:2,PsyOps:2",Viktor,Illaoi,26,6.19,7.69,0.0,43.13,"일라오이,리산드라,모데카이저,파이크,라아스트,빅토르","일라오이,리산드라,모데카이저,파이크,라아스트,빅토르","보석 건틀릿,라바돈의 죽음모자,워모그의 갑옷,가고일 돌갑옷,공허의 지팡이,드론 업링크,모렐로노미콘,정령의 형상,도적의 장갑,밤의 끝자락,무한의 대검,크라운가드","암흑의 별 1,전달자 1,구원자 1,선봉대 1,초능력 1,여행자 1,여행자 2,초능력 2",빅토르,일라오이
Aatrox+Diana+Kindred+Leblanc+Maokai+Morgana+Shen+TahmKench,"Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Shen,TahmKench","Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Shen,TahmKench","Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_RapidFireCannon,Item_Redemption,Item_Crownguard,Item_JeweledGauntlet,Item_ThiefsGloves,Item_AdaptiveHelm","ASTrait:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,DRX:1,ADMIN:1,ADMIN:2,DRX:2",Morgana,Morgana,26,6.15,3.85,0.0,42.36,"아트록스,다이애나,킨드레드,르블랑,마오카이,모르가나,쉔,탐 켄치","아트록스,다이애나,킨드레드,르블랑,마오카이,모르가나,쉔,탐 켄치","구인수의 격노검,워모그의 갑옷,가고일 돌갑옷,거인 학살자,수호자의 맹세,라바돈의 죽음모자,붉은 덩굴정령,정령의 형상,크라운가드,보석 건틀릿,도적의 장갑,적응형 투구","도전자 1,싸움꾼 1,어둠의 여인 1,요새 1,보루 1,예언자 1,N.O.V.A. 1,중재자 1,중재자 2,N.O.V.A. 2",모르가나,모르가나
Corki+Fizz+Galio+Gnar+Poppy+Rammus+Veigar,"Corki,Fizz,Galio,Gnar,Poppy,Rammus,Veigar","Corki,Fizz,Galio,Gnar,Poppy,Rammus,Veigar","Item_Deathblade,Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_InfinityEdge,Item_LastWhisper,Item_WarmogsArmor,Item_Crownguard,Item_RapidFireCannon,Item_FrozenHeart,Item_AdaptiveHelm,Item_Redemption,Item_BrambleVest","Astronaut:3,ResistTank:1,FlexTrait:1,RangedTrait:1,AssassinTrait:1,FlexTrait:2,APTrait:1,Astronaut:4,Fateweaver:1,FlexTrait:3,ResistTank:2",Rammus,Rammus,30,6.4,13.33,0.0,41.83,"코르키,피즈,거대 메크 로봇,나르,뽀삐,람머스,베이가","코르키,피즈,거대 메크 로봇,나르,뽀삐,람머스,베이가","죽음의 검,구인수의 격노검,가고일 돌갑옷,무한의 대검,최후의 속삭임,워모그의 갑옷,크라운가드,붉은 덩굴정령,수호자의 맹세,적응형 투구,정령의 형상,덤불 조끼","정령족 3,요새 1,여행자 1,저격수 1,불한당 1,여행자 2,복제자 1,정령족 4,운명술사 1,여행자 3,요새 2",람머스,람머스
Aurora+Diana+Illaoi+Jinx+Leblanc+Leona,"Aurora,Diana,Illaoi,Jinx,Leblanc,Leona","Aurora,Diana,Illaoi,Jinx,Leblanc,Leona","Item_TitansResolve,Item_WarmogsArmor,Item_Bloodthirster,Item_GuinsoosRageblade,Item_StatikkShiv,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_Morellonomicon,Item_SpearOfShojin,AnimaSquadItem_Tier0_ClunkyPrototype,AnimaSquadItem_Tier0_LeakyPrototype,Item_Redemption","ADMIN:2,AnimaSquad:1,ShieldTank:1,ASTrait:1,FlexTrait:1,ASTrait:2,FlexTrait:2,ASTrait:3,AnimaSquad:2,ShieldTank:2,FlexTrait:5,FlexTrait:3",Diana,Illaoi,53,6.68,7.55,0.0,37.38,"오로라,다이애나,일라오이,징크스,르블랑,레오나","오로라,다이애나,일라오이,징크스,르블랑,레오나","거인의 결의,워모그의 갑옷,피바라기,구인수의 격노검,공허의 지팡이,가고일 돌갑옷,보석 건틀릿,모렐로노미콘,쇼진의 창,망가진 시제품,엉성한 시제품,정령의 형상","중재자 2,동물특공대 1,선봉대 1,도전자 1,여행자 1,도전자 2,여행자 2,도전자 3,동물특공대 2,선봉대 2,여행자 5,여행자 3",다이애나,일라오이
Aatrox+Jax+Maokai+Mordekaiser+Nunu+Samira+TahmKench+Xayah,"Aatrox,Jax,Maokai,Mordekaiser,Nunu,Samira,TahmKench,Xayah","Aatrox,Jax,Maokai,Mordekaiser,Nunu,Samira,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_WarmogsArmor,Item_RapidFireCannon,Item_StargazerEmblemItem,Item_Deathblade,Item_InfinityEdge,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_Crownguard,Item_AdaptiveHelm,EkkoOffering_AnomalyItem","DRX:1,HPTank:1,RangedTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:1,TahmKenchUniqueTrait:1,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Mountain:3,Stargazer_Huntress:1,DarkStar:1",Xayah,Nunu,29,6.59,10.34,0.0,36.76,"아트록스,잭스,마오카이,모데카이저,누누와 윌럼프,사미라,탐 켄치,자야","아트록스,잭스,마오카이,모데카이저,누누와 윌럼프,사미라,탐 켄치,자야","크라켄의 분노,수호자의 맹세,워모그의 갑옷,붉은 덩굴정령,별돌보미 상징,죽음의 검,무한의 대검,가고일 돌갑옷,구인수의 격노검,크라운가드,적응형 투구,이상 현상","N.O.V.A. 1,싸움꾼 1,저격수 1,요새 1,선봉대 1,우주 그루브 1,예언자 1,별돌보미 1,별돌보미 1,별돌보미 3,별돌보미 1,암흑의 별 1",자야,누누와 윌럼프
